"Sr.No","Round ▲▼","Institute ▲▼","PG Program ▲▼","Group ▲▼","Category ▲▼","Max GATE Score ▲▼","Min GATE Score ▲▼"
"9938","Special Round 2","Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai","Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems","Group 1","OPEN","409","385"
"9939","Special Round 2","National Institute of Technology Andhra Pradesh","Advanced Communication Systems and Signal Processing","Group 1","OBC-NCL","330","330"
"9940","Special Round 2","National Institute of Technology Andhra Pradesh","Advanced Communication Systems and Signal Processing","Group 1","OPEN","362","362"
"9941","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Advanced Computing","Group 1","OBC-NCL","486","477"
"9942","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Advanced Computing","Group 1","EWS","464","464"
"9943","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Advanced Computing","Group 1","OPEN","516","516"
"9944","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Advanced Computing","Group 1","SC","341","341"
"9945","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence","Group 1","OBC-NCL","483","473"
"9946","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence","Group 1","EWS","481","481"
"9947","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence","Group 1","OPEN","526","509"
"9948","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence","Group 1","SC","356","339"
"9949","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Artificial Intelligence","Group 1","OBC-NCL","542","527"
"9950","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Artificial Intelligence","Group 2","OBC-NCL","413","413"
"9951","Special Round 2","Indian Institute of Information Technology, Vadodara, Diu Campus","Artificial Intelligence","Group 1","OBC-NCL","377","360"
"9952","Special Round 2","Indian Institute of Information Technology, Vadodara, Diu Campus","Artificial Intelligence","Group 1","OPEN","417","415"
"9953","Special Round 2","National Institute of Electronics and Information Technology, Aurangabad","Artificial Intelligence","Group 2","OPEN","364","352"
"9954","Special Round 2","University of Hyderabad","Artificial Intelligence","Group 1","OBC-NCL","381","381"
"9955","Special Round 2","University of Hyderabad","Artificial Intelligence","Group 1","EWS","343","343"
"9956","Special Round 2","National Institute of Technology Agartala","Artificial Intelligence","Group 1","SC","317","317"
"9957","Special Round 2","National Institute of Technology, Silchar","Artificial Intelligence","Group 1","OBC-NCL","452","450"
"9958","Special Round 2","National Institute of Technology, Silchar","Artificial Intelligence","Group 1","EWS","466","463"
"9959","Special Round 2","National Institute of Technology, Silchar","Artificial Intelligence","Group 1","OPEN","493","491"
"9960","Special Round 2","Indian Institute of Information Technology, Vadodara, Gandhinagar Campus","Artificial Intelligence","Group 1","OPEN","443","443"
"9961","Special Round 2","Indian Institute of Information Technology, Vadodara, Gandhinagar Campus","Artificial Intelligence","Group 1","SC","260","260"
"9962","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Artificial Intelligence","Group 2","EWS","380","380"
"9963","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Artificial Intelligence","Group 2","OPEN","506","506"
"9964","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Artificial Intelligence","Group 1","ST","284","284"
"9965","Special Round 2","National Institute of Technology Agartala","Artificial Intelligence","Group 1","OBC-NCL","398","398"
"9966","Special Round 2","National Institute of Technology Agartala","Artificial Intelligence","Group 1","EWS","381","381"
"9967","Special Round 2","National Institute of Technology Agartala","Artificial Intelligence","Group 1","OPEN","443","435"
"9968","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Automation and Robotics","Group 1","OBC-NCL","406","393"
"9969","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Automation and Robotics","Group 1","EWS","404","404"
"9970","Special Round 2","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Automation and Robotics","Group 1","OBC-NCL","360","321"
"9971","Special Round 2","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Automation and Robotics","Group 1","EWS","343","343"
"9972","Special Round 2","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Automation and Robotics","Group 1","OPEN","397","397"
"9973","Special Round 2","National Institute of Technology, Warangal","Advanced Communication Systems","Group 1","OBC-NCL","459","456"
"9974","Special Round 2","National Institute of Technology, Warangal","Advanced Communication Systems","Group 1","EWS","479","456"
"9975","Special Round 2","National Institute of Technology, Warangal","Advanced Communication Systems","Group 1","OPEN","487","479"
"9976","Special Round 2","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Aerospace Engineering (UAVs)","Group 1","OPEN","373","373"
"9977","Special Round 2","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Aerospace Engineering (UAVs)","Group 1","SC","231","231"
"9978","Special Round 2","National Institute of Technology, Rourkela","Biomedical Engineering","Group 1","OBC-NCL","340","340"
"9979","Special Round 2","National Institute of Technology, Rourkela","Biomedical Engineering","Group 1","OPEN","443","441"
"9980","Special Round 2","National Institute of Technology, Rourkela","Biotechnology","Group 1","EWS","337","337"
"9981","Special Round 2","National Institute of Technology, Rourkela","Biotechnology","Group 1","OPEN","474","454"
"9982","Special Round 2","National Institute of Technology, Warangal","Biotechnology","Group 1","OBC-NCL","377","363"
"9983","Special Round 2","National Institute of Technology, Warangal","Smart Electric Grid","Group 1","OBC-NCL","362","358"
"9984","Special Round 2","National Institute of Technology, Warangal","Smart Electric Grid","Group 1","OPEN","393","393"
"9985","Special Round 2","National Institute of Technology, Rourkela","Control & Automation","Group 1","OBC-NCL","346","342"
"9986","Special Round 2","National Institute of Technology, Rourkela","Control & Automation","Group 1","OPEN","397","378"
"9987","Special Round 2","National Institute of Technology, Rourkela","Control & Automation","Group 1","SC","280","279"
"9988","Special Round 2","National Institute of Technology, Warangal","Control & Automation","Group 4","OBC-NCL","405","405"
"9989","Special Round 2","National Institute of Technology, Warangal","Control & Automation","Group 3","EWS","444","444"
"9990","Special Round 2","National Institute of Technology, Warangal","Control & Automation","Group 1","OPEN","433","433"
"9991","Special Round 2","National Institute of Technology, Warangal","Control & Automation","Group 3","OPEN","463","463"
"9992","Special Round 2","National Institute of Technology, Warangal","Control & Automation","Group 4","OPEN","422","422"
"9993","Special Round 2","National Institute of Technology Karnataka, Surathkal","Computational and Data Science","Group 1","OBC-NCL","628","620"
"9994","Special Round 2","National Institute of Technology Karnataka, Surathkal","Computational and Data Science","Group 1","EWS","643","641"
"9995","Special Round 2","National Institute of Technology Karnataka, Surathkal","Computational and Data Science","Group 1","OPEN","668","650"
"9996","Special Round 2","National Institute of Technology Karnataka, Surathkal","Computational and Data Science","Group 1","SC","506","506"
"9997","Special Round 2","National Institute of Technology, Tiruchirappalli","Chemical Engineering","Group 1","OPEN","428","428"
"9998","Special Round 2","Motilal Nehru National Institute of Technology Allahabad","Control & Instrumentation","Group 1","OBC-NCL","322","322"
"9999","Special Round 2","Motilal Nehru National Institute of Technology Allahabad","Control & Instrumentation","Group 1","OPEN","358","355"
"10000","Special Round 2","Motilal Nehru National Institute of Technology Allahabad","Control & Instrumentation","Group 1","SC","252","252"
"10001","Special Round 2","Visvesvaraya National Institute of Technology, Nagpur","Communication System Engineering","Group 1","OBC-NCL","360","340"
"10002","Special Round 2","Visvesvaraya National Institute of Technology, Nagpur","Communication System Engineering","Group 1","OPEN","385","377"
"10003","Special Round 2","Visvesvaraya National Institute of Technology, Nagpur","Communication System Engineering","Group 1","SC","268","268"
"10004","Special Round 2","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Communication Engineering & Signal Processing","Group 1","OPEN","381","377"
"10005","Special Round 2","National Institute of Technology Karnataka, Surathkal","Construction Technology and Management","Group 1","OBC-NCL","445","431"
"10006","Special Round 2","Sardar Vallabhbhai National Institute of Technology, Surat","Construction Technology and Management","Group 1","OPEN","363","363"
"10007","Special Round 2","Sardar Vallabhbhai National Institute of Technology, Surat","Construction Technology and Management","Group 1","SC","284","264"
"10008","Special Round 2","Visvesvaraya National Institute of Technology, Nagpur","Construction Technology and Management","Group 1","OBC-NCL","363","355"
"10009","Special Round 2","Visvesvaraya National Institute of Technology, Nagpur","Construction Technology and Management","Group 1","OPEN","400","400"
"10010","Special Round 2","National Institute of Technology, Warangal","Construction Technology and Management","Group 1","OBC-NCL","393","393"
"10011","Special Round 2","National Institute of Technology, Warangal","Construction Technology and Management","Group 1","OPEN","480","480"
"10012","Special Round 2","Sardar Vallabhbhai National Institute of Technology, Surat","Construction Technology and Management","Group 1","OBC-NCL","340","328"
"10013","Special Round 2","Sardar Vallabhbhai National Institute of Technology, Surat","Construction Technology and Management","Group 1","EWS","333","333"
"10014","Special Round 2","National Institute of Technology Karnataka, Surathkal","Construction Technology and Management","Group 1","OPEN","486","483"
